year,classification_scenario,country_democracy_n,country_denominator_n,country_democracy_share,observed_democracy_population,observed_population_denominator,observed_democracy_share,gap_observed_pp,gap_lower_pp,gap_upper_pp,gap_observed_sign,gap_lower_sign,gap_upper_sign,common_matched_democracy_n,common_matched_unit_n,common_matched_unit_share,common_matched_gap_pp,world_population_reference,reference_missing_mass,population_coverage_rate,input_panel_sha256,method_contract_sha256
2020,Q0_three_state,81,179,0.45251396648044692737430167597765363128491620111732,2159640733.0,7761793195.0,0.27823992197978163214898693265171438260666000648321,-17.427404450066529522531474332593924867825619463411,-17.753581944910228046066260702468495643823830562668,-16.581293322476671275119834868653109623000530855816,negative,negative,negative,79,171,0.46198830409356725146198830409356725146198830409357,-18.374838211378561931300137144185286885532829761036,7853863139,92069944.0,0.98827711377566443229053574166184613979176700293147,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2020,Q1_midpoint_binary,92,179,0.51396648044692737430167597765363128491620111731844,2485630239.0,7761793195.0,0.32023917367460857735465599454173553254532440554157,-19.372730677231879694701998311189575237087671177687,-19.748143416988147122307383345092467342784424082105,-18.575854794554590351360957511277081321961124375253,negative,negative,negative,90,171,0.52631578947368421052631578947368421052631578947368,-20.607661579907563317165979493194867798099138393211,7853863139,92069944.0,0.98827711377566443229053574166184613979176700293147,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2020,Q2_boundary_autocracy,81,179,0.45251396648044692737430167597765363128491620111732,2159640733.0,7761793195.0,0.27823992197978163214898693265171438260666000648321,-17.427404450066529522531474332593924867825619463411,-17.753581944910228046066260702468495643823830562668,-16.581293322476671275119834868653109623000530855816,negative,negative,negative,79,171,0.46198830409356725146198830409356725146198830409357,-18.374838211378561931300137144185286885532829761036,7853863139,92069944.0,0.98827711377566443229053574166184613979176700293147,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2020,Q3_boundary_democracy,97,179,0.54189944134078212290502793296089385474860335195531,2579613871.0,7761793195.0,0.33234766840499413744042687032709585094788138065047,-20.955177293578798546460106263379800380072197130484,-21.344784683942293643703465615571727806519853053091,-20.172496061508736872757039781756341785696553346238,negative,negative,negative,95,171,0.55555555555555555555555555555555555555555555555556,-22.320788715056141811512868522845970460767417490509,7853863139,92069944.0,0.98827711377566443229053574166184613979176700293147,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2021,Q0_three_state,82,179,0.45810055865921787709497206703910614525139664804469,1914471295.0,7826335377.0,0.24461912284339869019645770286289125378481720027624,-21.348143581581918689851436417621489146657944776845,-21.636119911224551727245879369988279787990912033391,-20.458876176984727197524166942162852676420289045135,negative,negative,negative,80,171,0.46783625730994152046783625730994152046783625730994,-22.321713446654283027137855444705026668301905703370,7919567995,93232618.0,0.98822756265760175470278287572174572888429377011744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2021,Q1_midpoint_binary,92,179,0.51396648044692737430167597765363128491620111731844,2289889685.0,7826335377.0,0.29258772780547045549898365925853678120494886632559,-22.137875264145691880269231839509450371125225099285,-22.482322333420149259150827550739824408226103319141,-21.305078599180324729429115122914397296655480330886,negative,negative,negative,90,171,0.52631578947368421052631578947368421052631578947368,-23.372806166821375502733213021514742932136692314809,7919567995,93232618.0,0.98822756265760175470278287572174572888429377011744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2021,Q2_boundary_autocracy,82,179,0.45810055865921787709497206703910614525139664804469,1914471295.0,7826335377.0,0.24461912284339869019645770286289125378481720027624,-21.348143581581918689851436417621489146657944776845,-21.636119911224551727245879369988279787990912033391,-20.458876176984727197524166942162852676420289045135,negative,negative,negative,80,171,0.46783625730994152046783625730994152046783625730994,-22.321713446654283027137855444705026668301905703370,7919567995,93232618.0,0.98822756265760175470278287572174572888429377011744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2021,Q3_boundary_democracy,97,179,0.54189944134078212290502793296089385474860335195531,2601775634.0,7826335377.0,0.33243855631923042747980106143105295652346026469037,-20.946088502155169542522687152984089822514308726494,-21.337449709601716587406048812617089711081114053810,-20.160205975361892057684336384791662599510491065555,negative,negative,negative,95,171,0.55555555555555555555555555555555555555555555555556,-22.311699923632512807575449412450259903209529086519,7919567995,93232618.0,0.98822756265760175470278287572174572888429377011744,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2022,Q0_three_state,80,179,0.44692737430167597765363128491620111731843575418994,1885575960.0,7894342004.0,0.23885156724203153740132791946367263061890522066619,-20.807580705964444025230336545252848669953053352375,-21.089256040466057351897558783297513935352617372125,-19.909965748365156526626522848049968759414127954600,negative,negative,negative,78,171,0.45614035087719298245614035087719298245614035087719,-21.728878363516144505481243141352035183723513021100,7988550201,94208197.0,0.98820709707899099174728964064752454824061510582476,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2022,Q1_midpoint_binary,91,179,0.50837988826815642458100558659217877094972067039106,2308254969.0,7894342004.0,0.29239358616974355244819970938771099129593777857816,-21.598630209841287213280587720446777965378289181290,-21.943447127483834002960827354173281056136959767556,-20.764156835382933177689791418925735880198470350031,negative,negative,negative,89,171,0.52046783625730994152046783625730994152046783625731,-22.807425008756638907226812686959895022453005767915,7988550201,94208197.0,0.98820709707899099174728964064752454824061510582476,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2022,Q2_boundary_autocracy,80,179,0.44692737430167597765363128491620111731843575418994,1885575960.0,7894342004.0,0.23885156724203153740132791946367263061890522066619,-20.807580705964444025230336545252848669953053352375,-21.089256040466057351897558783297513935352617372125,-19.909965748365156526626522848049968759414127954600,negative,negative,negative,78,171,0.45614035087719298245614035087719298245614035087719,-21.728878363516144505481243141352035183723513021100,7988550201,94208197.0,0.98820709707899099174728964064752454824061510582476,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2022,Q3_boundary_democracy,95,179,0.53072625698324022346368715083798882681564245810056,2597360256.0,7894342004.0,0.32901542075120869060336697315451143456692834712916,-20.171083623203153286032017768347739224871411097140,-20.559088314846546969607294141205497081082369336460,-19.379798022745646144336258205957951905143879918936,negative,negative,negative,93,171,0.54385964912280701754385964912280701754385964912281,-21.484422837159832694049267596829558297693130199365,7988550201,94208197.0,0.98820709707899099174728964064752454824061510582476,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2023,Q0_three_state,78,179,0.43575418994413407821229050279329608938547486033520,1817564183.0,7967770893.0,0.22811451375902406987042869029944131954096336238618,-20.763967618511000834186181249385476984451149794902,-21.033171114843847970602479457715664791122874571407,-19.853046747057111245852561124217496083414311698423,negative,negative,negative,76,171,0.44444444444444444444444444444444444444444444444444,-21.632993068542037457401575414500312490348108205826,8062923417,95152524.0,0.98819875632213263275250081666501831292291437127016,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2023,Q1_midpoint_binary,90,179,0.50279329608938547486033519553072625698324022346369,2327426479.0,7967770893.0,0.29210509567296113768917828245089827785538963538569,-21.068820041642433717115691307982797912785058807800,-21.413540383000771224999239658708598651284044241117,-20.233416015214034500249321325210429943575481368133,negative,negative,negative,88,171,0.51461988304093567251461988304093567251461988304094,-22.251478736797453482544160059003739465923024765525,8062923417,95152524.0,0.98819875632213263275250081666501831292291437127016,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2023,Q2_boundary_autocracy,78,179,0.43575418994413407821229050279329608938547486033520,1817564183.0,7967770893.0,0.22811451375902406987042869029944131954096336238618,-20.763967618511000834186181249385476984451149794902,-21.033171114843847970602479457715664791122874571407,-19.853046747057111245852561124217496083414311698423,negative,negative,negative,76,171,0.44444444444444444444444444444444444444444444444444,-21.632993068542037457401575414500312490348108205826,8062923417,95152524.0,0.98819875632213263275250081666501831292291437127016,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2023,Q3_boundary_democracy,95,179,0.53072625698324022346368715083798882681564245810056,2579955970.0,7967770893.0,0.32379896518693738499792478910073500277287654184562,-20.692729179630283846576236173725382404276591625494,-21.074852228711517902064131408004309523211748463001,-19.894727860924781177314213074506140815503185590017,negative,negative,negative,93,171,0.54385964912280701754385964912280701754385964912281,-22.006068393586963254593486002207201477098310727719,8062923417,95152524.0,0.98819875632213263275250081666501831292291437127016,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2024,Q0_three_state,76,179,0.42458100558659217877094972067039106145251396648045,1767016322.0,8045022701.0,0.21964093672232386159428439380360177308093838279898,-20.494006886426831717666532686678928837157558368147,-20.752676592717471431652091628510829635953786613506,-19.574983080065696954819630952909226193438619112361,negative,negative,negative,74,171,0.43274853801169590643274853801169590643274853801170,-21.310760128937204483846414420809413335181015521272,8140897523,95874822.0,0.98822306487348225523167539324398396557484832498855,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2024,Q1_midpoint_binary,86,179,0.48044692737430167597765363128491620111731843575419,1924127539.0,8045022701.0,0.23916993282826039349419605820450996885260373860069,-24.127699454604128248345757308040623226471469715350,-24.409368332917331181853633195271086191985560091831,-23.231674820265556705021172519669482749470392590686,negative,negative,negative,84,171,0.49122807017543859649122807017543859649122807017544,-25.205813734717820299703201197092862763862433157475,8140897523,95874822.0,0.98822306487348225523167539324398396557484832498855,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2024,Q2_boundary_autocracy,76,179,0.42458100558659217877094972067039106145251396648045,1767016322.0,8045022701.0,0.21964093672232386159428439380360177308093838279898,-20.494006886426831717666532686678928837157558368147,-20.752676592717471431652091628510829635953786613506,-19.574983080065696954819630952909226193438619112361,negative,negative,negative,74,171,0.43274853801169590643274853801169590643274853801170,-21.310760128937204483846414420809413335181015521272,8140897523,95874822.0,0.98822306487348225523167539324398396557484832498855,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2024,Q3_boundary_democracy,94,179,0.52513966480446927374301675977653631284916201117318,2599862355.0,8045022701.0,0.32316407940984876532295567477728115362840664779872,-20.197558539462050842006108499925515922075536337446,-20.578146779305112620616561938907611314901649197254,-19.400453266653338143784101263306007872386481696110,negative,negative,negative,92,171,0.53801169590643274853801169590643274853801169590643,-21.484761649658398321505602112915159490960504810771,8140897523,95874822.0,0.98822306487348225523167539324398396557484832498855,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2025,Q0_three_state,74,179,0.41340782122905027932960893854748603351955307262570,1774210427.0,8087945995.0,0.21936477173522472314678208975850116318685928614438,-19.404304949382555618282684878898487033269378648132,-19.744693666034998094566265127905466962515248632604,-18.192991840988564674509679382669563191226276543160,negative,negative,negative,73,172,0.42441860465116279069767441860465116279069767441860,-20.505383291593806755089232884614999960383838827422,8215424893,127478898.0,0.98448298174953566579943414254764096228711027910556,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2025,Q1_midpoint_binary,87,179,0.48603351955307262569832402234636871508379888268156,2152409238.0,8087945995.0,0.26612556999399202838025379273072161506192154043927,-21.990794955908059731807022961564710002187734224229,-22.403742488559259521659443908743014419958691743196,-20.852040663512826101602858163507110648669719653752,negative,negative,negative,86,172,0.5,-23.387443000600797161974620726927838493807845956073,8215424893,127478898.0,0.98448298174953566579943414254764096228711027910556,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2025,Q2_boundary_autocracy,74,179,0.41340782122905027932960893854748603351955307262570,1774210427.0,8087945995.0,0.21936477173522472314678208975850116318685928614438,-19.404304949382555618282684878898487033269378648132,-19.744693666034998094566265127905466962515248632604,-18.192991840988564674509679382669563191226276543160,negative,negative,negative,73,172,0.42441860465116279069767441860465116279069767441860,-20.505383291593806755089232884614999960383838827422,8215424893,127478898.0,0.98448298174953566579943414254764096228711027910556,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
2025,Q3_boundary_democracy,95,179,0.53072625698324022346368715083798882681564245810056,2621115177.0,8087945995.0,0.32407674069787109155888966837741601413845741189324,-20.664951628536913190479748246057281267718504620732,-21.167822098532899528297812904838386645294293144079,-19.616120273486466108241227159602482874005321054635,negative,negative,negative,93,172,0.54069767441860465116279069767441860465116279069767,-21.662093372073355960390102929700259051270537880443,8215424893,127478898.0,0.98448298174953566579943414254764096228711027910556,9b731512a9848138113cd2c395175fe8196fb41d7758cd8b88cf7e87e1175c00,a0801177c4565d233b5ce9b7fa147b8dc643a5df08c3f4dcf359d488736f6c57
