entity_code,entity_name,region,income_group,registry_category,public_collective_noun,midpoint_year,pou_period_start,pou_period_end,obesity_value,obesity_low,obesity_high,pou_source_value,pou_censored,pou_lower,pou_upper,population,obesity_available,pou_available,population_available,comparable_primary,geometry_status,missing_reason,source_release_ids
SEN,Senegal,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,5.4843813,4.7848072,6.2637351,17.1,False,17.1,17.1,10975704,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SGP,Singapore,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,5.464039,4.9216382,6.0456414,,False,,,4166664,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,16.299762,14.079358,18.62171,11.9,False,11.9,11.9,474611,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SLE,Sierra Leone,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,4.4455897,3.7663125,5.2047983,44.4,False,44.4,44.4,5355717,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SLV,El Salvador,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,20.358615,18.130723,22.710022,8.4,False,8.4,8.4,6004671,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SMR,San Marino,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,,,,,False,,,29457,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,6.6779718,4.2591076,9.7284988,69.7,False,69.7,69.7,10280998,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SRB,Serbia,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,15.603074,14.448565,16.751209,3.1,False,3.1,3.1,7463157,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SSD,South Sudan,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,3.679961,2.1658553,5.6867555,,False,,,7233041,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,8.5246153,7.2459586,9.8971382,11.1,False,11.1,11.1,157705,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SUR,Suriname,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,18.164596,14.116356,22.630243,9.4,False,9.4,9.4,513923,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SVK,Slovak Republic,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,16.85864,15.547749,18.171544,5.9,False,5.9,5.9,5372280,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SVN,Slovenia,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,15.029117,14.388227,15.706781,2.5,True,0.0,2.5,1997012,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SWE,Sweden,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,13.412696,12.548015,14.341938,2.5,True,0.0,2.5,8993531,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,18.443409,16.283812,20.680907,9.7,False,9.7,9.7,1073159,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,,,,,False,,,31690,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SYC,Seychelles,Sub-Saharan Africa,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,21.455905,19.644028,23.245892,2.5,True,0.0,2.5,82475,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,25.113356,22.636527,27.738109,6.5,False,6.5,6.5,18336875,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,,,,,False,,,22856,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TCD,Chad,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,2.9561641,2.1273373,4.1432589,32.4,False,32.4,32.4,9920036,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TGO,Togo,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,4.6293046,3.8486782,5.4978866,26.2,False,26.2,26.2,5281320,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
THA,Thailand,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,6.3033849,5.7868447,6.8245851,13.6,False,13.6,13.6,65452047,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TJK,Tajikistan,Europe & Central Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,11.872154,9.8958001,14.116104,40.3,False,40.3,40.3,6790547,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,13.253653,11.42927,15.3321,4.2,False,4.2,4.2,4958093,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,0.69202017,0.49733873,0.93692029,32.4,False,32.4,32.4,929074,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TON,Tonga,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,56.894398,54.226363,59.501141,,False,,,105071,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,21.805607,19.676018,24.036035,11.7,False,11.7,11.7,1345380,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,18.242352,16.834217,19.707447,4.1,False,4.1,4.1,10166163,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TUR,Turkiye,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,26.427415,25.6917,27.222332,12.3,False,12.3,12.3,68592617,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TUV,Tuvalu,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,55.380183,50.50981,60.184824,,False,,,9816,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,4.5456607,4.0559646,5.0780907,31.5,False,31.5,31.5,38109668,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
UGA,Uganda,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,2.7908925,2.3853339,3.2306202,18.1,False,18.1,18.1,27154515,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
UKR,Ukraine,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,20.495972,17.49853,23.67615,2.5,True,0.0,2.5,47979507,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
URY,Uruguay,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,19.740723,17.663349,21.910125,2.6,False,2.6,2.6,3283148,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
USA,United States,North America,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,31.251347,30.384091,32.12243,2.5,True,0.0,2.5,292805298,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,14.253318,12.775825,15.823765,16.0,False,16.0,16.0,26029350,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,21.235113,17.951708,24.514918,8.2,False,8.2,8.2,112835,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
VEN,"Venezuela, RB",Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,20.547892,18.58298,22.574729,9.3,False,9.3,9.3,26340838,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
VGB,British Virgin Islands,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,,,,,False,,,22881,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,,,,,False,,,108466,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
VNM,Viet Nam,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,0.41009323,0.35911119,0.46225972,15.3,False,15.3,15.3,80338971,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
VUT,Vanuatu,East Asia & Pacific,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,16.751477,15.140049,18.44029,8.7,False,8.7,8.7,205711,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
WSM,Samoa,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,49.914399,47.928604,51.873952,3.6,False,3.6,3.6,186249,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
XKX,Kosovo,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,,,,,False,,,1822773,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,6.5145493,5.7300128,7.3954441,,False,,,22095167,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,25.152931,24.042653,26.267469,3.3,False,3.3,3.3,48991421,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,4.7884952,4.0864918,5.5708461,49.5,False,49.5,49.5,11338198,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2004,2003,2005,7.7310622,6.9716185,8.5457154,30.6,False,30.6,30.6,12365896,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ABW,Aruba,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,97635,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,6.4047821,5.0765425,7.9873912,30.6,False,30.6,30.6,24404567,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AGO,Angola,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,6.5766454,4.2466938,9.4052039,42.9,False,42.9,42.9,19291161,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ALB,Albania,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,14.670241,12.874508,16.543125,8.8,False,8.8,8.8,3011487,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AND,Andorra,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,15.288804,12.704411,18.130094,,False,,,77421,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,28.491634,26.254264,30.772403,3.1,False,3.1,3.1,4664790,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ARG,Argentina,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,21.349348,19.548075,23.215011,3.6,False,3.6,3.6,39216789,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ARM,Armenia,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,17.017277,15.371643,18.718904,14.8,False,14.8,14.8,3146400,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ASM,American Samoa,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,70.130265,67.249084,72.945863,,False,,,56617,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,22.141467,14.82995,30.265224,,False,,,79611,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AUS,Australia,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,22.545694,21.441354,23.646024,2.5,True,0.0,2.5,20176844,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AUT,Austria,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,13.226442,12.032638,14.462042,2.5,True,0.0,2.5,8227829,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,17.784031,16.114356,19.458334,5.3,False,5.3,5.3,8391850,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BDI,Burundi,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,2.1083727,1.2652142,3.4700669,,False,,,7587299,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BEL,Belgium,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,16.195081,14.867368,17.556633,2.5,True,0.0,2.5,10478617,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BEN,Benin,Sub-Saharan Africa,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,6.1709005,5.4944046,6.9170013,9.2,False,9.2,9.2,8426144,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BFA,Burkina Faso,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,2.2645641,1.8989379,2.6733655,17.0,False,17.0,17.0,13932123,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BGD,Bangladesh,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,1.3676683,1.1929976,1.5544637,15.1,False,15.1,15.1,144715786,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BGR,Bulgaria,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,15.697636,14.237311,17.240767,6.1,False,6.1,6.1,7658972,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,27.699825,25.484097,30.01644,,False,,,888822,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BHS,"Bahamas, The",Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,33.568493,29.602298,37.683302,,False,,,343894,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,15.527003,13.163915,18.070732,2.5,True,0.0,2.5,4096493,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BLR,Belarus,Europe & Central Asia,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,20.671588,17.319526,24.061806,3.4,False,3.4,3.4,9663915,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BLZ,Belize,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,29.837346,27.050376,32.665071,5.0,False,5.0,5.0,279731,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BMU,Bermuda,North America,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,21.602306,14.426525,29.309425,,False,,,62711,True,False,True,False,off_map_no_exact_code,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BOL,Bolivia,Latin America & Caribbean,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,16.225545,14.030521,18.595581,27.6,False,27.6,27.6,9360754,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BRA,Brazil,Latin America & Caribbean,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,14.631093,13.868916,15.384609,5.7,False,5.7,5.7,184688101,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BRB,Barbados,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,25.720161,23.443419,28.041992,4.7,False,4.7,4.7,268706,True,True,True,True,off_map_no_exact_code,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BRN,Brunei Darussalam,East Asia & Pacific,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,17.572756,14.977261,20.359424,,False,,,358916,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BTN,Bhutan,South Asia,Lower middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,4.6634022,3.6158878,5.9506495,,False,,,661865,True,False,True,False,exact_code_match,pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
BWA,Botswana,Sub-Saharan Africa,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,11.902713,10.60019,13.25487,26.9,False,26.9,26.9,1839877,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CAF,Central African Republic,Sub-Saharan Africa,Low income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,4.148652,3.2561664,5.1584046,34.8,False,34.8,34.8,4288810,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CAN,Canada,North America,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,22.627121,21.522775,23.759489,2.5,True,0.0,2.5,32242732,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHE,Switzerland,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,9.3242086,8.6552195,10.008475,2.5,True,0.0,2.5,7437115,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHI,Channel Islands,Europe & Central Asia,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,,,,,False,,,153126,False,False,True,False,off_map_no_exact_code,obesity_and_pou_missing,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHL,Chile,Latin America & Caribbean,High income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,24.208874,22.798383,25.62497,2.6,False,2.6,2.6,16348778,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
CHN,China,East Asia & Pacific,Upper middle income,world_bank_non_aggregate_country_or_economy,countries_and_areas,2005,2004,2006,2.9052766,2.7356088,3.0788479,6.9,False,6.9,6.9,1303720000,True,True,True,True,exact_code_match,none,WHO:2026-05-27T16:07:31.457+02:00|WDI:2026-07-13|snapshot:v002-frozen-20260919
